loan_id,customer_id,branch_id,product,origination_date,term_months,exposure_gbp,interest_rate_pct,credit_score,credit_score_band,debt_to_income_ratio,loan_to_value_pct,sector,region,days_past_due,ifrs9_stage,default_flag,probability_of_default,loss_given_default,expected_credit_loss_gbp,collateral_type
L01695,C00882,BR03,Invoice Finance,2025-10-21,36,39900,9.45,652,Fair (580-669),0.05,,Professional Services,North West,0,Stage 1 (Performing),N,0.0089,0.45,160,Receivables
L01696,C02882,BR02,Mortgage,2025-09-07,300,81100,5.59,651,Fair (580-669),1.05,79.4,Employee,London,0,Stage 1 (Performing),N,0.0128,0.18,187,Property
L01697,C01212,BR09,Commercial Mortgage,2025-09-30,300,1507800,4.94,718,Good (670-739),2.58,58.9,Professional Services,Wales,0,Stage 1 (Performing),N,0.0072,0.18,1954,Property
L01698,C01632,BR01,Mortgage,2024-11-25,300,318400,4.49,785,Excellent (740+),6.81,55.1,Director,London,0,Stage 1 (Performing),N,0.0078,0.18,447,Property
L01699,C01817,BR01,Mortgage,2025-07-18,300,229800,5.54,625,Fair (580-669),9.0,63.0,Employee,London,0,Stage 1 (Performing),N,0.1013,0.18,4190,Property
L01700,C01031,BR02,Invoice Finance,2025-10-30,36,185000,10.51,548,Poor (300-579),1.19,,Precious Metals,London,0,Stage 1 (Performing),N,0.0702,0.45,5844,Receivables
L01701,C02472,BR03,Credit Card,2024-08-16,24,2400,19.29,706,Good (670-739),0.1,,Director,North West,0,Stage 1 (Performing),N,0.005,0.78,9,Unsecured
L01702,C00885,BR04,Overdraft,2026-03-14,60,1800,8.11,789,Excellent (740+),0.08,,Employee,Midlands,0,Stage 1 (Performing),N,0.0009,0.78,1,Unsecured
L01703,C01319,BR02,Commercial Mortgage,2024-10-09,300,352100,5.07,717,Good (670-739),0.51,62.9,Professional Services,London,0,Stage 1 (Performing),N,0.0035,0.18,222,Property
L01704,C02873,BR04,Personal Loan,2024-08-10,12,15300,9.04,682,Good (670-739),0.84,,Senior Public Official,Midlands,0,Stage 1 (Performing),N,0.0096,0.45,66,Unsecured
L01705,C00520,BR10,Personal Loan,2025-08-05,60,10000,9.12,671,Good (670-739),0.23,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0093,0.45,42,Unsecured
L01706,C00057,BR08,Personal Loan,2024-06-15,12,17500,8.51,738,Good (670-739),0.44,,Self-employed,South West,0,Stage 1 (Performing),N,0.0033,0.45,26,Unsecured
L01707,C01152,BR02,Credit Card,2024-09-17,60,3500,19.57,688,Good (670-739),0.13,,Property Investor,London,0,Stage 1 (Performing),N,0.0068,0.78,19,Unsecured
L01708,C00845,BR05,Overdraft,2024-12-23,24,4600,8.56,731,Good (670-739),0.25,,Retired,North East,0,Stage 1 (Performing),N,0.0026,0.78,9,Unsecured
L01709,C02505,BR08,Mortgage,2025-02-10,300,278000,5.35,685,Good (670-739),9.0,81.8,Employee,South West,0,Stage 1 (Performing),N,0.0398,0.18,1992,Property
L01710,C01914,BR10,Personal Loan,2025-05-07,24,5800,8.9,690,Good (670-739),0.44,,Retired,Northern Ireland,0,Stage 1 (Performing),N,0.0073,0.45,19,Unsecured
L01711,C00772,BR02,Credit Card,2025-11-03,36,4000,18.37,815,Excellent (740+),0.06,,Employee,London,0,Stage 1 (Performing),N,0.0008,0.78,2,Unsecured
L01712,C00256,BR01,Mortgage,2025-04-24,300,133600,6.01,624,Fair (580-669),1.99,74.3,Employee,London,0,Stage 1 (Performing),N,0.0274,0.18,659,Property
L01713,C01354,BR02,Commercial Mortgage,2024-07-11,300,402600,5.55,671,Good (670-739),1.33,69.6,Technology,London,0,Stage 1 (Performing),N,0.0101,0.18,732,Property
L01714,C00236,BR01,Credit Card,2025-12-27,24,4100,19.66,639,Fair (580-669),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0148,0.78,47,Unsecured
L01715,C02571,BR02,Mortgage,2024-10-18,300,623200,4.48,772,Excellent (740+),9.0,66.1,Retired,London,0,Stage 1 (Performing),N,0.0096,0.18,1077,Property
L01716,C01841,BR10,Credit Card,2025-12-14,60,3700,18.69,773,Excellent (740+),0.06,,Self-employed,Northern Ireland,0,Stage 1 (Performing),N,0.0016,0.78,5,Unsecured
L01717,C02665,BR06,Credit Card,2026-01-10,12,2000,19.88,645,Fair (580-669),0.05,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0134,0.78,21,Unsecured
L01718,C00344,BR05,Mortgage,2025-06-18,300,235400,5.08,703,Good (670-739),2.36,72.5,Self-employed,North East,100,Stage 3 (Credit-impaired),Y,0.0085,0.18,3241,Property
L01719,C00339,BR03,Commercial Mortgage,2024-09-22,300,251400,5.57,666,Fair (580-669),1.67,68.1,Technology,North West,0,Stage 1 (Performing),N,0.0123,0.18,557,Property
L01720,C00697,BR02,Mortgage,2024-10-19,300,515700,6.38,602,Fair (580-669),7.7,70.0,Property Investor,London,45,Stage 2 (Significant increase in risk),N,0.1419,0.18,46102,Property
L01721,C00991,BR04,Mortgage,2025-01-15,300,309400,5.72,641,Fair (580-669),7.66,51.8,Retired,Midlands,45,Stage 2 (Significant increase in risk),N,0.0794,0.18,15477,Property
L01722,C01429,BR04,Overdraft,2025-07-02,24,5200,9.0,661,Fair (580-669),0.11,,Employee,Midlands,0,Stage 1 (Performing),N,0.0078,0.78,32,Unsecured
L01723,C02329,BR01,Credit Card,2026-03-14,24,3400,19.03,737,Good (670-739),0.05,,Director,London,0,Stage 1 (Performing),N,0.0029,0.78,8,Unsecured
L01724,C02148,BR03,Credit Card,2025-01-20,12,2500,19.97,647,Fair (580-669),0.14,,Employee,North West,150,Stage 3 (Credit-impaired),Y,0.0134,0.78,235,Unsecured
L01725,C00316,BR02,Personal Loan,2025-08-29,60,13900,8.8,697,Good (670-739),0.15,,Employee,London,0,Stage 1 (Performing),N,0.0059,0.45,37,Unsecured
L01726,C01976,BR09,Overdraft,2026-05-12,24,1400,8.37,755,Excellent (740+),0.05,,Self-employed,Wales,0,Stage 1 (Performing),N,0.0016,0.78,2,Unsecured
L01727,C01145,BR02,Personal Loan,2024-09-26,24,7800,7.94,794,Excellent (740+),0.32,,Retired,London,0,Stage 1 (Performing),N,0.0012,0.45,4,Unsecured
L01728,C01326,BR09,Overdraft,2025-09-10,60,1800,8.68,722,Good (670-739),0.1,,Employee,Wales,0,Stage 1 (Performing),N,0.0028,0.78,4,Unsecured
L01729,C00208,BR02,Credit Card,2026-01-10,24,3800,19.79,641,Fair (580-669),0.2,,Student,London,0,Stage 1 (Performing),N,0.0151,0.78,45,Unsecured
L01730,C01443,BR08,Mortgage,2024-10-16,300,111300,6.14,588,Fair (580-669),2.06,80.8,Student,South West,0,Stage 1 (Performing),N,0.0499,0.18,1000,Property
L01731,C02902,BR03,Credit Card,2024-11-14,60,1600,19.44,702,Good (670-739),0.05,,Employee,North West,0,Stage 1 (Performing),N,0.0052,0.78,6,Unsecured
L01732,C01067,BR02,Invoice Finance,2024-04-06,12,117000,9.15,676,Good (670-739),0.14,,Hospitality,London,0,Stage 1 (Performing),N,0.0062,0.45,326,Receivables
L01733,C00594,BR09,Credit Card,2026-01-23,60,3200,19.83,657,Fair (580-669),0.12,,Employee,Wales,0,Stage 1 (Performing),N,0.0113,0.78,28,Unsecured
L01734,C01652,BR05,Personal Loan,2026-03-27,60,11200,9.27,650,Fair (580-669),0.16,,Employee,North East,0,Stage 1 (Performing),N,0.0128,0.45,65,Unsecured
L01735,C00657,BR10,Mortgage,2025-01-15,300,293000,5.67,599,Fair (580-669),8.11,88.8,Employee,Northern Ireland,100,Stage 3 (Credit-impaired),Y,0.148,0.18,70250,Property
L01736,C01382,BR01,Credit Card,2024-03-26,12,5000,19.24,708,Good (670-739),0.06,,Retired,London,0,Stage 1 (Performing),N,0.0047,0.78,18,Unsecured
L01737,C01035,BR03,SME Term Loan,2025-12-24,12,71500,9.0,685,Good (670-739),0.07,,Real Estate,North West,0,Stage 1 (Performing),N,0.0052,0.45,167,Unsecured
L01738,C01554,BR06,Mortgage,2026-05-30,300,182100,5.5,641,Fair (580-669),4.12,68.8,Employee,Scotland,0,Stage 1 (Performing),N,0.0428,0.18,1403,Property
L01739,C02973,BR01,Business Overdraft,2025-07-18,12,53100,7.66,827,Excellent (740+),0.35,,Retail,London,0,Stage 1 (Performing),N,0.0007,0.78,29,Unsecured
L01740,C02373,BR07,SME Term Loan,2025-07-21,60,171700,9.48,657,Fair (580-669),0.14,,Import/Export,Scotland,0,Stage 1 (Performing),N,0.0132,0.45,1020,Unsecured
L01741,C02001,BR08,SME Term Loan,2025-12-02,36,136000,9.66,621,Fair (580-669),0.17,,Hospitality,South West,0,Stage 1 (Performing),N,0.0154,0.45,942,Unsecured
L01742,C02118,BR02,Commercial Mortgage,2025-01-15,300,915600,6.32,579,Poor (300-579),3.15,80.4,Hospitality,London,0,Stage 1 (Performing),N,0.123,0.18,20271,Property
L01743,C00906,BR01,Credit Card,2024-12-18,12,1700,18.39,803,Excellent (740+),0.08,,Property Investor,London,0,Stage 1 (Performing),N,0.001,0.78,1,Unsecured
L01744,C00797,BR01,Mortgage,2025-10-03,300,238200,5.7,635,Fair (580-669),5.1,72.6,Employee,London,0,Stage 1 (Performing),N,0.0651,0.18,2791,Property
L01745,C01944,BR03,Commercial Mortgage,2025-04-11,300,377100,6.59,515,Poor (300-579),0.15,63.2,Real Estate,North West,0,Stage 1 (Performing),N,0.1248,0.18,8471,Property
L01746,C00179,BR08,SME Term Loan,2025-08-04,24,40200,10.77,516,Poor (300-579),0.05,,Professional Services,South West,75,Stage 2 (Significant increase in risk),N,0.1193,0.45,7553,Unsecured
L01747,C01007,BR01,Personal Loan,2025-05-27,12,14300,9.47,628,Fair (580-669),0.37,,Employee,London,0,Stage 1 (Performing),N,0.0198,0.45,127,Unsecured
L01748,C00536,BR01,Mortgage,2024-04-18,300,302100,4.75,748,Excellent (740+),3.27,70.3,Self-employed,London,0,Stage 1 (Performing),N,0.0055,0.18,299,Property
L01749,C01444,BR02,Credit Card,2026-02-01,36,4600,19.4,683,Good (670-739),0.11,,Employee,London,0,Stage 1 (Performing),N,0.0073,0.78,26,Unsecured
L01750,C00609,BR06,Mortgage,2024-09-27,300,98200,5.6,645,Fair (580-669),3.35,67.8,Employee,Scotland,0,Stage 1 (Performing),N,0.0309,0.18,546,Property
L01751,C01791,BR03,Personal Loan,2026-01-19,60,11100,8.88,704,Good (670-739),0.56,,Employee,North West,0,Stage 1 (Performing),N,0.006,0.45,30,Unsecured
L01752,C00002,BR05,Personal Loan,2026-04-14,36,13500,9.22,625,Fair (580-669),0.38,,Employee,North East,0,Stage 1 (Performing),N,0.0208,0.45,126,Unsecured
L01753,C00336,BR01,Personal Loan,2024-08-24,12,11000,7.87,803,Excellent (740+),0.12,,Self-employed,London,0,Stage 1 (Performing),N,0.001,0.45,5,Unsecured
L01754,C02352,BR01,Commercial Mortgage,2025-08-09,300,489300,6.94,547,Poor (300-579),0.27,69.5,Money Services,London,0,Stage 1 (Performing),N,0.0803,0.18,7072,Property
L01755,C02046,BR08,SME Term Loan,2024-09-27,24,122400,9.17,639,Fair (580-669),0.16,,Technology,South West,0,Stage 1 (Performing),N,0.0114,0.45,628,Unsecured
L01756,C01641,BR08,Overdraft,2024-07-04,12,4900,9.98,603,Fair (580-669),0.13,,Self-employed,South West,0,Stage 1 (Performing),N,0.0204,0.78,78,Unsecured
L01757,C01772,BR05,Mortgage,2025-02-19,300,251200,5.69,651,Fair (580-669),9.0,77.8,Self-employed,North East,0,Stage 1 (Performing),N,0.0681,0.18,3079,Property
L01758,C01423,BR02,Invoice Finance,2025-07-24,24,206200,9.44,651,Fair (580-669),1.94,,Professional Services,London,0,Stage 1 (Performing),N,0.0173,0.45,1605,Receivables
L01759,C01197,BR01,Credit Card,2025-07-03,36,4500,19.19,710,Good (670-739),0.18,,Employee,London,0,Stage 1 (Performing),N,0.0048,0.78,17,Unsecured
L01760,C00649,BR06,Invoice Finance,2025-11-03,24,70300,9.82,578,Poor (300-579),0.11,,Hospitality,Scotland,0,Stage 1 (Performing),N,0.0469,0.45,1484,Receivables
L01761,C00560,BR02,Personal Loan,2025-08-11,12,17600,9.85,610,Fair (580-669),0.34,,Employee,London,45,Stage 2 (Significant increase in risk),N,0.0262,0.45,726,Unsecured
L01762,C02497,BR03,Personal Loan,2024-07-31,24,11900,8.58,729,Good (670-739),0.22,,Employee,North West,0,Stage 1 (Performing),N,0.0035,0.45,19,Unsecured
L01763,C01003,BR01,SME Term Loan,2025-06-25,24,84200,9.14,670,Good (670-739),0.36,,Retail,London,0,Stage 1 (Performing),N,0.0073,0.45,277,Unsecured
L01764,C01920,BR02,Mortgage,2024-10-14,300,400000,6.02,615,Fair (580-669),9.0,52.1,Employee,London,0,Stage 1 (Performing),N,0.1175,0.18,8460,Property
L01765,C00188,BR02,Mortgage,2026-01-29,300,84900,4.92,726,Good (670-739),3.37,63.5,Self-employed,London,0,Stage 1 (Performing),N,0.0083,0.18,127,Property
L01766,C02836,BR09,Personal Loan,2024-09-21,24,5500,8.61,728,Good (670-739),0.07,,Employee,Wales,0,Stage 1 (Performing),N,0.0034,0.45,8,Unsecured
L01767,C00232,BR01,Personal Loan,2026-07-19,12,32100,8.87,680,Good (670-739),1.63,,Employee,London,0,Stage 1 (Performing),N,0.013,0.45,188,Unsecured
L01768,C01311,BR06,SME Term Loan,2025-12-07,24,137300,8.67,715,Good (670-739),0.07,,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0031,0.45,192,Unsecured
L01769,C02438,BR05,Credit Card,2025-05-28,12,5300,19.31,703,Good (670-739),0.09,,Retired,North East,0,Stage 1 (Performing),N,0.0052,0.78,21,Unsecured
L01770,C01613,BR08,Commercial Mortgage,2025-06-16,300,498100,6.63,507,Poor (300-579),0.16,83.8,Technology,South West,45,Stage 2 (Significant increase in risk),N,0.1406,0.18,44121,Property
L01771,C00775,BR01,Invoice Finance,2024-02-04,24,70500,8.82,704,Good (670-739),0.08,,Technology,London,0,Stage 1 (Performing),N,0.0038,0.45,121,Receivables
L01772,C01273,BR06,Personal Loan,2025-02-12,60,8000,7.69,822,Excellent (740+),0.06,,Employee,Scotland,0,Stage 1 (Performing),N,0.0007,0.45,3,Unsecured
L01773,C00800,BR02,Credit Card,2025-05-06,36,3600,20.29,619,Fair (580-669),0.23,,Employee,London,0,Stage 1 (Performing),N,0.0218,0.78,61,Unsecured
L01774,C02215,BR04,Mortgage,2024-12-27,300,141900,5.15,694,Good (670-739),0.8,82.8,Employee,Midlands,0,Stage 1 (Performing),N,0.0057,0.18,146,Property
L01775,C02337,BR03,Mortgage,2024-09-08,300,385800,4.59,760,Excellent (740+),4.84,53.5,Employee,North West,0,Stage 1 (Performing),N,0.0079,0.18,549,Property
L01776,C01625,BR07,Mortgage,2025-04-01,300,304500,4.79,741,Excellent (740+),9.0,36.6,Self-employed,Scotland,0,Stage 1 (Performing),N,0.016,0.18,877,Property
L01777,C00756,BR10,Mortgage,2026-06-26,300,253900,4.59,770,Excellent (740+),5.48,91.0,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0083,0.18,379,Property
L01778,C01717,BR04,Business Overdraft,2026-05-12,24,30900,8.61,730,Good (670-739),0.05,,Construction,Midlands,0,Stage 1 (Performing),N,0.0033,0.78,80,Unsecured
L01779,C02176,BR06,Personal Loan,2024-06-24,24,11700,9.68,575,Poor (300-579),0.94,,Retired,Scotland,0,Stage 1 (Performing),N,0.0562,0.45,296,Unsecured
L01780,C01250,BR04,Credit Card,2024-09-03,12,2400,18.96,747,Excellent (740+),0.15,,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0026,0.78,5,Unsecured
L01781,C00615,BR07,Commercial Mortgage,2025-12-14,300,950500,6.67,527,Poor (300-579),1.39,63.4,Professional Services,Scotland,75,Stage 2 (Significant increase in risk),N,0.1031,0.18,61738,Property
L01782,C02189,BR07,Personal Loan,2025-07-24,60,16700,9.75,634,Fair (580-669),0.83,,Employee,Scotland,0,Stage 1 (Performing),N,0.021,0.45,158,Unsecured
L01783,C02671,BR10,Personal Loan,2025-08-14,36,11500,10.48,564,Poor (300-579),0.08,,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0503,0.45,260,Unsecured
L01784,C02251,BR01,Credit Card,2026-01-11,24,5400,19.07,732,Good (670-739),0.06,,Self-employed,London,0,Stage 1 (Performing),N,0.0032,0.78,13,Unsecured
L01785,C01902,BR04,Credit Card,2025-07-28,36,7400,20.09,584,Fair (580-669),0.16,,Employee,Midlands,0,Stage 1 (Performing),N,0.0375,0.78,216,Unsecured
L01786,C00387,BR01,Personal Loan,2024-11-28,36,21400,8.78,706,Good (670-739),0.22,,Employee,London,0,Stage 1 (Performing),N,0.0052,0.45,50,Unsecured
L01787,C00187,BR04,Personal Loan,2024-09-19,24,16800,10.04,594,Fair (580-669),1.3,,Employee,Midlands,0,Stage 1 (Performing),N,0.0469,0.45,355,Unsecured
L01788,C01834,BR06,Business Overdraft,2025-09-05,60,37900,8.26,777,Excellent (740+),0.69,,Professional Services,Scotland,0,Stage 1 (Performing),N,0.0019,0.78,56,Unsecured
L01789,C02854,BR07,Commercial Mortgage,2025-08-19,300,392000,6.71,522,Poor (300-579),0.47,69.4,Money Services,Scotland,150,Stage 3 (Credit-impaired),Y,0.1243,0.18,78935,Property
L01790,C01339,BR03,SME Term Loan,2024-09-27,24,183300,9.21,638,Fair (580-669),0.15,,Hospitality,North West,0,Stage 1 (Performing),N,0.0116,0.45,957,Unsecured
L01791,C01514,BR04,Personal Loan,2026-10-10,12,19200,9.73,617,Fair (580-669),0.35,,Employee,Midlands,0,Stage 1 (Performing),N,0.0235,0.45,203,Unsecured
L01792,C02877,BR06,Mortgage,2025-07-02,300,353000,5.57,659,Fair (580-669),8.67,45.6,Retired,Scotland,75,Stage 2 (Significant increase in risk),N,0.0601,0.18,13366,Property
L01793,C00262,BR05,Personal Loan,2025-02-16,24,6900,7.96,790,Excellent (740+),0.13,,Employee,North East,0,Stage 1 (Performing),N,0.0012,0.45,4,Unsecured
L01794,C01680,BR10,Mortgage,2025-09-11,300,306600,4.98,716,Good (670-739),9.0,83.7,Student,Northern Ireland,0,Stage 1 (Performing),N,0.0241,0.18,1330,Property
L01795,C00905,BR01,Mortgage,2025-02-18,300,310200,5.89,618,Fair (580-669),7.6,58.2,Self-employed,London,0,Stage 1 (Performing),N,0.1124,0.18,6276,Property
L01796,C02254,BR01,Mortgage,2024-07-30,300,329700,5.27,664,Fair (580-669),6.59,45.6,Employee,London,0,Stage 1 (Performing),N,0.0555,0.18,3294,Property
L01797,C00253,BR02,Credit Card,2024-11-08,12,1300,19.53,688,Good (670-739),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0066,0.78,7,Unsecured
L01798,C02253,BR07,Mortgage,2024-09-29,300,96500,4.62,761,Excellent (740+),2.38,38.4,Employee,Scotland,0,Stage 1 (Performing),N,0.0033,0.18,57,Property
L01799,C01659,BR02,Invoice Finance,2025-02-22,12,70600,8.85,691,Good (670-739),0.09,,Retail,London,0,Stage 1 (Performing),N,0.0047,0.45,149,Receivables
L01800,C00679,BR10,SME Term Loan,2025-04-01,60,63500,9.07,669,Fair (580-669),0.44,,Professional Services,Northern Ireland,0,Stage 1 (Performing),N,0.0077,0.45,220,Unsecured
L01801,C00075,BR05,Mortgage,2025-10-29,300,271200,4.43,772,Excellent (740+),3.44,70.5,Self-employed,North East,0,Stage 1 (Performing),N,0.004,0.18,195,Property
L01802,C00599,BR09,Personal Loan,2025-02-05,24,11900,7.62,865,Excellent (740+),0.12,,Employee,Wales,0,Stage 1 (Performing),N,0.0004,0.45,2,Unsecured
L01803,C01726,BR10,Mortgage,2026-03-24,300,336800,4.76,744,Excellent (740+),3.78,83.9,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0071,0.18,430,Property
L01804,C00317,BR04,Overdraft,2024-07-06,12,2000,9.33,625,Fair (580-669),0.07,,Retired,Midlands,0,Stage 1 (Performing),N,0.0139,0.78,22,Unsecured
L01805,C00938,BR04,Personal Loan,2024-07-27,60,7600,9.79,630,Fair (580-669),0.22,,Property Investor,Midlands,0,Stage 1 (Performing),N,0.0182,0.45,62,Unsecured
L01806,C01469,BR09,Overdraft,2024-08-23,12,3300,7.99,817,Excellent (740+),0.05,,Student,Wales,0,Stage 1 (Performing),N,0.0006,0.78,2,Unsecured
L01807,C01455,BR05,Credit Card,2024-08-04,36,3600,19.94,587,Fair (580-669),0.2,,Senior Public Official,North East,0,Stage 1 (Performing),N,0.0557,0.78,156,Unsecured
L01808,C01148,BR06,Personal Loan,2024-06-01,60,7200,9.68,565,Poor (300-579),0.27,,Employee,Scotland,150,Stage 3 (Credit-impaired),Y,0.0527,0.45,1537,Unsecured
L01809,C01980,BR10,Mortgage,2024-09-06,300,90600,5.71,663,Fair (580-669),4.22,86.0,Employee,Northern Ireland,0,Stage 1 (Performing),N,0.0311,0.18,507,Property
L01810,C01307,BR02,Commercial Mortgage,2025-06-10,300,1831000,6.53,527,Poor (300-579),0.66,62.5,Import/Export,London,0,Stage 1 (Performing),N,0.1225,0.18,40374,Property
L01811,C02048,BR01,Commercial Mortgage,2025-12-31,300,364300,6.17,615,Fair (580-669),0.62,51.5,Professional Services,London,0,Stage 1 (Performing),N,0.0198,0.18,1298,Property
L01812,C02080,BR07,Business Overdraft,2026-05-20,24,22900,8.87,684,Good (670-739),0.05,,Hospitality,Scotland,0,Stage 1 (Performing),N,0.007,0.78,125,Unsecured
L01813,C02037,BR03,Mortgage,2025-09-20,300,91100,4.75,746,Excellent (740+),4.22,76.4,Employee,North West,0,Stage 1 (Performing),N,0.008,0.18,131,Property
L01814,C02978,BR03,Personal Loan,2024-12-28,24,7700,7.93,792,Excellent (740+),0.22,,Employee,North West,0,Stage 1 (Performing),N,0.0012,0.45,4,Unsecured
L01815,C02173,BR08,SME Term Loan,2025-08-22,12,90200,11.2,427,Poor (300-579),0.18,,Precious Metals,South West,45,Stage 2 (Significant increase in risk),N,0.3845,0.45,54624,Unsecured
L01816,C00636,BR08,Personal Loan,2025-01-31,60,14300,8.64,719,Good (670-739),0.66,,Director,South West,0,Stage 1 (Performing),N,0.0049,0.45,32,Unsecured
L01817,C01117,BR06,Credit Card,2025-10-03,24,5800,19.58,685,Good (670-739),0.15,,Retired,Scotland,0,Stage 1 (Performing),N,0.0072,0.78,33,Unsecured
L01818,C01268,BR03,Mortgage,2026-03-15,300,159000,6.04,625,Fair (580-669),9.0,67.2,Employee,North West,75,Stage 2 (Significant increase in risk),N,0.1013,0.18,10147,Property
L01819,C01286,BR03,Mortgage,2025-04-14,300,280500,5.23,698,Good (670-739),9.0,69.5,Student,North West,0,Stage 1 (Performing),N,0.0323,0.18,1631,Property
L01820,C01473,BR04,Mortgage,2024-04-14,300,381900,5.84,606,Fair (580-669),9.0,66.2,Retired,Midlands,0,Stage 1 (Performing),N,0.1339,0.18,9205,Property
L01821,C02658,BR01,Overdraft,2025-05-01,36,2000,10.05,602,Fair (580-669),0.05,,Self-employed,London,0,Stage 1 (Performing),N,0.0202,0.78,32,Unsecured
L01822,C02034,BR10,SME Term Loan,2024-11-20,12,93800,8.42,752,Excellent (740+),0.18,,Retail,Northern Ireland,0,Stage 1 (Performing),N,0.0018,0.45,76,Unsecured
L01823,C01210,BR03,Commercial Mortgage,2024-08-22,300,186300,6.38,588,Fair (580-669),0.12,94.0,Money Services,North West,0,Stage 1 (Performing),N,0.0401,0.18,1345,Property
L01824,C02528,BR06,Mortgage,2024-10-31,300,153800,4.64,756,Excellent (740+),3.52,45.4,Employee,Scotland,0,Stage 1 (Performing),N,0.0053,0.18,147,Property
L01825,C00744,BR05,Mortgage,2025-02-08,300,118500,4.35,791,Excellent (740+),3.26,71.6,Self-employed,North East,0,Stage 1 (Performing),N,0.0027,0.18,58,Property
L01826,C02623,BR02,Mortgage,2025-03-13,300,305500,6.46,550,Poor (300-579),5.58,84.8,Senior Public Official,London,0,Stage 1 (Performing),N,0.2534,0.18,13934,Property
L01827,C00287,BR08,SME Term Loan,2024-04-16,36,89000,8.55,735,Good (670-739),0.07,,Professional Services,South West,0,Stage 1 (Performing),N,0.0023,0.45,92,Unsecured
L01828,C00956,BR04,Personal Loan,2026-03-10,60,25500,8.87,706,Good (670-739),0.33,,Employee,Midlands,0,Stage 1 (Performing),N,0.0054,0.45,62,Unsecured
L01829,C00153,BR05,Credit Card,2024-11-14,36,4400,19.03,737,Good (670-739),0.09,,Director,North East,0,Stage 1 (Performing),N,0.003,0.78,10,Unsecured
