month,branch_id,department,cost_category,budget_gbp,actual_gbp,variance_gbp
2025-07-01,BR09,IT & Technology,Outsourcing,4540,5630,1090
2025-07-01,BR09,IT & Technology,Training,1300,1300,0
2025-07-01,BR09,IT & Technology,Other,1940,2180,240
2025-07-01,BR09,Compliance,Staff,17820,19540,1720
2025-07-01,BR09,Compliance,Technology & Systems,4860,4790,-70
2025-07-01,BR09,Compliance,Screening & Data Vendors,1940,2040,100
2025-07-01,BR09,Compliance,Premises,3890,4000,110
2025-07-01,BR09,Compliance,Outsourcing,2270,2920,650
2025-07-01,BR09,Compliance,Training,650,680,30
2025-07-01,BR09,Compliance,Other,970,1090,120
2025-08-01,BR09,Retail Banking Ops,Staff,59400,67810,8410
2025-08-01,BR09,Retail Banking Ops,Technology & Systems,16200,18400,2200
2025-08-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7150,670
2025-08-01,BR09,Retail Banking Ops,Premises,12960,14300,1340
2025-08-01,BR09,Retail Banking Ops,Outsourcing,7560,8820,1260
2025-08-01,BR09,Retail Banking Ops,Training,2160,2380,220
2025-08-01,BR09,Retail Banking Ops,Other,3240,3370,130
2025-08-01,BR09,KYC & Onboarding,Staff,26730,35730,9000
2025-08-01,BR09,KYC & Onboarding,Technology & Systems,7290,9390,2100
2025-08-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3680,760
2025-08-01,BR09,KYC & Onboarding,Premises,5830,6380,550
2025-08-01,BR09,KYC & Onboarding,Outsourcing,3400,4490,1090
2025-08-01,BR09,KYC & Onboarding,Training,970,1140,170
2025-08-01,BR09,KYC & Onboarding,Other,1460,1830,370
2025-08-01,BR09,AML & Financial Crime,Staff,29700,42620,12920
2025-08-01,BR09,AML & Financial Crime,Technology & Systems,8100,9990,1890
2025-08-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,4030,790
2025-08-01,BR09,AML & Financial Crime,Premises,6480,8110,1630
2025-08-01,BR09,AML & Financial Crime,Outsourcing,3780,4980,1200
2025-08-01,BR09,AML & Financial Crime,Training,1080,1470,390
2025-08-01,BR09,AML & Financial Crime,Other,1620,2020,400
2025-08-01,BR09,Payments Ops,Staff,20790,24710,3920
2025-08-01,BR09,Payments Ops,Technology & Systems,5670,5510,-160
2025-08-01,BR09,Payments Ops,Screening & Data Vendors,2270,2160,-110
2025-08-01,BR09,Payments Ops,Premises,4540,5050,510
2025-08-01,BR09,Payments Ops,Outsourcing,2650,3360,710
2025-08-01,BR09,Payments Ops,Training,760,750,-10
2025-08-01,BR09,Payments Ops,Other,1130,1140,10
2025-08-01,BR09,IT & Technology,Staff,35640,47680,12040
2025-08-01,BR09,IT & Technology,Technology & Systems,9720,10400,680
2025-08-01,BR09,IT & Technology,Screening & Data Vendors,3890,4130,240
2025-08-01,BR09,IT & Technology,Premises,7780,8510,730
2025-08-01,BR09,IT & Technology,Outsourcing,4540,5530,990
2025-08-01,BR09,IT & Technology,Training,1300,1280,-20
2025-08-01,BR09,IT & Technology,Other,1940,2230,290
2025-08-01,BR09,Compliance,Staff,17820,21770,3950
2025-08-01,BR09,Compliance,Technology & Systems,4860,5780,920
2025-08-01,BR09,Compliance,Screening & Data Vendors,1940,2170,230
2025-08-01,BR09,Compliance,Premises,3890,4220,330
2025-08-01,BR09,Compliance,Outsourcing,2270,2700,430
2025-08-01,BR09,Compliance,Training,650,750,100
2025-08-01,BR09,Compliance,Other,970,1020,50
2025-09-01,BR09,Retail Banking Ops,Staff,59400,71430,12030
2025-09-01,BR09,Retail Banking Ops,Technology & Systems,16200,16910,710
2025-09-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6650,170
2025-09-01,BR09,Retail Banking Ops,Premises,12960,14040,1080
2025-09-01,BR09,Retail Banking Ops,Outsourcing,7560,7840,280
2025-09-01,BR09,Retail Banking Ops,Training,2160,2290,130
2025-09-01,BR09,Retail Banking Ops,Other,3240,3490,250
2025-09-01,BR09,KYC & Onboarding,Staff,26730,35240,8510
2025-09-01,BR09,KYC & Onboarding,Technology & Systems,7290,9110,1820
2025-09-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3270,350
2025-09-01,BR09,KYC & Onboarding,Premises,5830,7320,1490
2025-09-01,BR09,KYC & Onboarding,Outsourcing,3400,4860,1460
2025-09-01,BR09,KYC & Onboarding,Training,970,1280,310
2025-09-01,BR09,KYC & Onboarding,Other,1460,1870,410
2025-09-01,BR09,AML & Financial Crime,Staff,29700,40460,10760
2025-09-01,BR09,AML & Financial Crime,Technology & Systems,8100,9980,1880
2025-09-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3890,650
2025-09-01,BR09,AML & Financial Crime,Premises,6480,7360,880
2025-09-01,BR09,AML & Financial Crime,Outsourcing,3780,5160,1380
2025-09-01,BR09,AML & Financial Crime,Training,1080,1240,160
2025-09-01,BR09,AML & Financial Crime,Other,1620,2000,380
2025-09-01,BR09,Payments Ops,Staff,20790,25890,5100
2025-09-01,BR09,Payments Ops,Technology & Systems,5670,6030,360
2025-09-01,BR09,Payments Ops,Screening & Data Vendors,2270,2630,360
2025-09-01,BR09,Payments Ops,Premises,4540,4810,270
2025-09-01,BR09,Payments Ops,Outsourcing,2650,3480,830
2025-09-01,BR09,Payments Ops,Training,760,820,60
2025-09-01,BR09,Payments Ops,Other,1130,1220,90
2025-09-01,BR09,IT & Technology,Staff,35640,44760,9120
2025-09-01,BR09,IT & Technology,Technology & Systems,9720,9840,120
2025-09-01,BR09,IT & Technology,Screening & Data Vendors,3890,4080,190
2025-09-01,BR09,IT & Technology,Premises,7780,8810,1030
2025-09-01,BR09,IT & Technology,Outsourcing,4540,5090,550
2025-09-01,BR09,IT & Technology,Training,1300,1340,40
2025-09-01,BR09,IT & Technology,Other,1940,2040,100
2025-09-01,BR09,Compliance,Staff,17820,22610,4790
2025-09-01,BR09,Compliance,Technology & Systems,4860,5220,360
2025-09-01,BR09,Compliance,Screening & Data Vendors,1940,2090,150
2025-09-01,BR09,Compliance,Premises,3890,4150,260
2025-09-01,BR09,Compliance,Outsourcing,2270,2760,490
2025-09-01,BR09,Compliance,Training,650,610,-40
2025-09-01,BR09,Compliance,Other,970,1130,160
2025-10-01,BR09,Retail Banking Ops,Staff,59400,78800,19400
2025-10-01,BR09,Retail Banking Ops,Technology & Systems,16200,17480,1280
2025-10-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7190,710
2025-10-01,BR09,Retail Banking Ops,Premises,12960,13440,480
2025-10-01,BR09,Retail Banking Ops,Outsourcing,7560,9190,1630
2025-10-01,BR09,Retail Banking Ops,Training,2160,2340,180
2025-10-01,BR09,Retail Banking Ops,Other,3240,3570,330
2025-10-01,BR09,KYC & Onboarding,Staff,26730,35830,9100
2025-10-01,BR09,KYC & Onboarding,Technology & Systems,7290,8310,1020
2025-10-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3380,460
2025-10-01,BR09,KYC & Onboarding,Premises,5830,6990,1160
2025-10-01,BR09,KYC & Onboarding,Outsourcing,3400,4200,800
2025-10-01,BR09,KYC & Onboarding,Training,970,1180,210
2025-10-01,BR09,KYC & Onboarding,Other,1460,1750,290
2025-10-01,BR09,AML & Financial Crime,Staff,29700,38140,8440
2025-10-01,BR09,AML & Financial Crime,Technology & Systems,8100,10300,2200
2025-10-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3910,670
2025-10-01,BR09,AML & Financial Crime,Premises,6480,8780,2300
2025-10-01,BR09,AML & Financial Crime,Outsourcing,3780,5360,1580
2025-10-01,BR09,AML & Financial Crime,Training,1080,1360,280
2025-10-01,BR09,AML & Financial Crime,Other,1620,2050,430
2025-10-01,BR09,Payments Ops,Staff,20790,28290,7500
2025-10-01,BR09,Payments Ops,Technology & Systems,5670,6430,760
2025-10-01,BR09,Payments Ops,Screening & Data Vendors,2270,2330,60
2025-10-01,BR09,Payments Ops,Premises,4540,4670,130
2025-10-01,BR09,Payments Ops,Outsourcing,2650,2960,310
2025-10-01,BR09,Payments Ops,Training,760,750,-10
2025-10-01,BR09,Payments Ops,Other,1130,1180,50
2025-10-01,BR09,IT & Technology,Staff,35640,43540,7900
2025-10-01,BR09,IT & Technology,Technology & Systems,9720,9250,-470
2025-10-01,BR09,IT & Technology,Screening & Data Vendors,3890,4350,460
2025-10-01,BR09,IT & Technology,Premises,7780,8230,450
2025-10-01,BR09,IT & Technology,Outsourcing,4540,5860,1320
2025-10-01,BR09,IT & Technology,Training,1300,1580,280
2025-10-01,BR09,IT & Technology,Other,1940,2290,350
2025-10-01,BR09,Compliance,Staff,17820,20300,2480
2025-10-01,BR09,Compliance,Technology & Systems,4860,5400,540
2025-10-01,BR09,Compliance,Screening & Data Vendors,1940,2180,240
2025-10-01,BR09,Compliance,Premises,3890,4800,910
2025-10-01,BR09,Compliance,Outsourcing,2270,3000,730
2025-10-01,BR09,Compliance,Training,650,720,70
2025-10-01,BR09,Compliance,Other,970,1050,80
2025-11-01,BR09,Retail Banking Ops,Staff,59400,68560,9160
2025-11-01,BR09,Retail Banking Ops,Technology & Systems,16200,17160,960
2025-11-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,7510,1030
2025-11-01,BR09,Retail Banking Ops,Premises,12960,13830,870
2025-11-01,BR09,Retail Banking Ops,Outsourcing,7560,9260,1700
2025-11-01,BR09,Retail Banking Ops,Training,2160,2290,130
2025-11-01,BR09,Retail Banking Ops,Other,3240,3640,400
2025-11-01,BR09,KYC & Onboarding,Staff,26730,36990,10260
2025-11-01,BR09,KYC & Onboarding,Technology & Systems,7290,9050,1760
2025-11-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3830,910
2025-11-01,BR09,KYC & Onboarding,Premises,5830,7250,1420
2025-11-01,BR09,KYC & Onboarding,Outsourcing,3400,4870,1470
2025-11-01,BR09,KYC & Onboarding,Training,970,1140,170
2025-11-01,BR09,KYC & Onboarding,Other,1460,1660,200
2025-11-01,BR09,AML & Financial Crime,Staff,29700,38700,9000
2025-11-01,BR09,AML & Financial Crime,Technology & Systems,8100,10190,2090
2025-11-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3990,750
2025-11-01,BR09,AML & Financial Crime,Premises,6480,8200,1720
2025-11-01,BR09,AML & Financial Crime,Outsourcing,3780,5260,1480
2025-11-01,BR09,AML & Financial Crime,Training,1080,1210,130
2025-11-01,BR09,AML & Financial Crime,Other,1620,1940,320
2025-11-01,BR09,Payments Ops,Staff,20790,27860,7070
2025-11-01,BR09,Payments Ops,Technology & Systems,5670,5810,140
2025-11-01,BR09,Payments Ops,Screening & Data Vendors,2270,2100,-170
2025-11-01,BR09,Payments Ops,Premises,4540,5040,500
2025-11-01,BR09,Payments Ops,Outsourcing,2650,3110,460
2025-11-01,BR09,Payments Ops,Training,760,800,40
2025-11-01,BR09,Payments Ops,Other,1130,1320,190
2025-11-01,BR09,IT & Technology,Staff,35640,46500,10860
2025-11-01,BR09,IT & Technology,Technology & Systems,9720,10520,800
2025-11-01,BR09,IT & Technology,Screening & Data Vendors,3890,4110,220
2025-11-01,BR09,IT & Technology,Premises,7780,8030,250
2025-11-01,BR09,IT & Technology,Outsourcing,4540,5550,1010
2025-11-01,BR09,IT & Technology,Training,1300,1420,120
2025-11-01,BR09,IT & Technology,Other,1940,2040,100
2025-11-01,BR09,Compliance,Staff,17820,20060,2240
2025-11-01,BR09,Compliance,Technology & Systems,4860,5640,780
2025-11-01,BR09,Compliance,Screening & Data Vendors,1940,2220,280
2025-11-01,BR09,Compliance,Premises,3890,4330,440
2025-11-01,BR09,Compliance,Outsourcing,2270,2810,540
2025-11-01,BR09,Compliance,Training,650,750,100
2025-11-01,BR09,Compliance,Other,970,1050,80
2025-12-01,BR09,Retail Banking Ops,Staff,59400,77950,18550
2025-12-01,BR09,Retail Banking Ops,Technology & Systems,16200,16250,50
2025-12-01,BR09,Retail Banking Ops,Screening & Data Vendors,6480,6950,470
2025-12-01,BR09,Retail Banking Ops,Premises,12960,15240,2280
2025-12-01,BR09,Retail Banking Ops,Outsourcing,7560,9560,2000
2025-12-01,BR09,Retail Banking Ops,Training,2160,2500,340
2025-12-01,BR09,Retail Banking Ops,Other,3240,3660,420
2025-12-01,BR09,KYC & Onboarding,Staff,26730,34790,8060
2025-12-01,BR09,KYC & Onboarding,Technology & Systems,7290,8570,1280
2025-12-01,BR09,KYC & Onboarding,Screening & Data Vendors,2920,3560,640
2025-12-01,BR09,KYC & Onboarding,Premises,5830,7880,2050
2025-12-01,BR09,KYC & Onboarding,Outsourcing,3400,4750,1350
2025-12-01,BR09,KYC & Onboarding,Training,970,1360,390
2025-12-01,BR09,KYC & Onboarding,Other,1460,1640,180
2025-12-01,BR09,AML & Financial Crime,Staff,29700,42680,12980
2025-12-01,BR09,AML & Financial Crime,Technology & Systems,8100,10110,2010
2025-12-01,BR09,AML & Financial Crime,Screening & Data Vendors,3240,3720,480
2025-12-01,BR09,AML & Financial Crime,Premises,6480,7670,1190
2025-12-01,BR09,AML & Financial Crime,Outsourcing,3780,5210,1430
2025-12-01,BR09,AML & Financial Crime,Training,1080,1420,340
2025-12-01,BR09,AML & Financial Crime,Other,1620,1800,180
2025-12-01,BR09,Payments Ops,Staff,20790,25720,4930
2025-12-01,BR09,Payments Ops,Technology & Systems,5670,5770,100
2025-12-01,BR09,Payments Ops,Screening & Data Vendors,2270,2480,210
2025-12-01,BR09,Payments Ops,Premises,4540,5240,700
2025-12-01,BR09,Payments Ops,Outsourcing,2650,3040,390
2025-12-01,BR09,Payments Ops,Training,760,830,70
2025-12-01,BR09,Payments Ops,Other,1130,1260,130
2025-12-01,BR09,IT & Technology,Staff,35640,39790,4150
2025-12-01,BR09,IT & Technology,Technology & Systems,9720,10110,390
2025-12-01,BR09,IT & Technology,Screening & Data Vendors,3890,4310,420
2025-12-01,BR09,IT & Technology,Premises,7780,8110,330
2025-12-01,BR09,IT & Technology,Outsourcing,4540,6040,1500
2025-12-01,BR09,IT & Technology,Training,1300,1370,70
2025-12-01,BR09,IT & Technology,Other,1940,2230,290
2025-12-01,BR09,Compliance,Staff,17820,24140,6320
2025-12-01,BR09,Compliance,Technology & Systems,4860,5280,420
2025-12-01,BR09,Compliance,Screening & Data Vendors,1940,2300,360
2025-12-01,BR09,Compliance,Premises,3890,4010,120
2025-12-01,BR09,Compliance,Outsourcing,2270,2790,520
2025-12-01,BR09,Compliance,Training,650,730,80
2025-12-01,BR09,Compliance,Other,970,1120,150
2024-01-01,BR10,Retail Banking Ops,Staff,54450,55720,1270
2024-01-01,BR10,Retail Banking Ops,Technology & Systems,14850,13900,-950
2024-01-01,BR10,Retail Banking Ops,Screening & Data Vendors,5940,5810,-130
2024-01-01,BR10,Retail Banking Ops,Premises,11880,11090,-790
2024-01-01,BR10,Retail Banking Ops,Outsourcing,6930,6970,40
2024-01-01,BR10,Retail Banking Ops,Training,1980,1970,-10
2024-01-01,BR10,Retail Banking Ops,Other,2970,3030,60
2024-01-01,BR10,KYC & Onboarding,Staff,24500,25750,1250
2024-01-01,BR10,KYC & Onboarding,Technology & Systems,6680,6170,-510
2024-01-01,BR10,KYC & Onboarding,Screening & Data Vendors,2670,2840,170
2024-01-01,BR10,KYC & Onboarding,Premises,5350,4960,-390
2024-01-01,BR10,KYC & Onboarding,Outsourcing,3120,3280,160
2024-01-01,BR10,KYC & Onboarding,Training,890,840,-50
2024-01-01,BR10,KYC & Onboarding,Other,1340,1330,-10
2024-01-01,BR10,AML & Financial Crime,Staff,27230,30860,3630
2024-01-01,BR10,AML & Financial Crime,Technology & Systems,7430,7470,40
2024-01-01,BR10,AML & Financial Crime,Screening & Data Vendors,2970,2960,-10
2024-01-01,BR10,AML & Financial Crime,Premises,5940,5550,-390
2024-01-01,BR10,AML & Financial Crime,Outsourcing,3470,3370,-100
2024-01-01,BR10,AML & Financial Crime,Training,990,1020,30
2024-01-01,BR10,AML & Financial Crime,Other,1490,1370,-120
2024-01-01,BR10,Payments Ops,Staff,19060,19470,410
2024-01-01,BR10,Payments Ops,Technology & Systems,5200,4940,-260
2024-01-01,BR10,Payments Ops,Screening & Data Vendors,2080,2090,10
2024-01-01,BR10,Payments Ops,Premises,4160,4330,170
2024-01-01,BR10,Payments Ops,Outsourcing,2430,2420,-10
2024-01-01,BR10,Payments Ops,Training,690,690,0
2024-01-01,BR10,Payments Ops,Other,1040,1090,50
2024-01-01,BR10,IT & Technology,Staff,32670,29100,-3570
2024-01-01,BR10,IT & Technology,Technology & Systems,8910,9480,570
2024-01-01,BR10,IT & Technology,Screening & Data Vendors,3560,3250,-310
2024-01-01,BR10,IT & Technology,Premises,7130,7060,-70
2024-01-01,BR10,IT & Technology,Outsourcing,4160,4010,-150
2024-01-01,BR10,IT & Technology,Training,1190,1170,-20
2024-01-01,BR10,IT & Technology,Other,1780,1830,50
2024-01-01,BR10,Compliance,Staff,16340,16330,-10
2024-01-01,BR10,Compliance,Technology & Systems,4460,4470,10
2024-01-01,BR10,Compliance,Screening & Data Vendors,1780,1650,-130
2024-01-01,BR10,Compliance,Premises,3560,3440,-120
2024-01-01,BR10,Compliance,Outsourcing,2080,2130,50
2024-01-01,BR10,Compliance,Training,590,620,30
2024-01-01,BR10,Compliance,Other,890,950,60
2024-02-01,BR10,Retail Banking Ops,Staff,54450,60780,6330
2024-02-01,BR10,Retail Banking Ops,Technology & Systems,14850,14910,60
2024-02-01,BR10,Retail Banking Ops,Screening & Data Vendors,5940,6150,210
2024-02-01,BR10,Retail Banking Ops,Premises,11880,12360,480
2024-02-01,BR10,Retail Banking Ops,Outsourcing,6930,7380,450
2024-02-01,BR10,Retail Banking Ops,Training,1980,2020,40
2024-02-01,BR10,Retail Banking Ops,Other,2970,3390,420
2024-02-01,BR10,KYC & Onboarding,Staff,24500,24820,320
2024-02-01,BR10,KYC & Onboarding,Technology & Systems,6680,6660,-20
2024-02-01,BR10,KYC & Onboarding,Screening & Data Vendors,2670,2570,-100
2024-02-01,BR10,KYC & Onboarding,Premises,5350,5380,30
2024-02-01,BR10,KYC & Onboarding,Outsourcing,3120,3140,20
2024-02-01,BR10,KYC & Onboarding,Training,890,900,10
2024-02-01,BR10,KYC & Onboarding,Other,1340,1390,50
2024-02-01,BR10,AML & Financial Crime,Staff,27230,26530,-700
2024-02-01,BR10,AML & Financial Crime,Technology & Systems,7430,7100,-330
2024-02-01,BR10,AML & Financial Crime,Screening & Data Vendors,2970,2940,-30
2024-02-01,BR10,AML & Financial Crime,Premises,5940,5720,-220
2024-02-01,BR10,AML & Financial Crime,Outsourcing,3470,3700,230
2024-02-01,BR10,AML & Financial Crime,Training,990,1010,20
2024-02-01,BR10,AML & Financial Crime,Other,1490,1460,-30
2024-02-01,BR10,Payments Ops,Staff,19060,20440,1380
2024-02-01,BR10,Payments Ops,Technology & Systems,5200,5060,-140
2024-02-01,BR10,Payments Ops,Screening & Data Vendors,2080,2150,70
2024-02-01,BR10,Payments Ops,Premises,4160,4710,550
2024-02-01,BR10,Payments Ops,Outsourcing,2430,2440,10
2024-02-01,BR10,Payments Ops,Training,690,740,50
2024-02-01,BR10,Payments Ops,Other,1040,1010,-30
2024-02-01,BR10,IT & Technology,Staff,32670,32990,320
2024-02-01,BR10,IT & Technology,Technology & Systems,8910,9110,200
2024-02-01,BR10,IT & Technology,Screening & Data Vendors,3560,3620,60
2024-02-01,BR10,IT & Technology,Premises,7130,6800,-330
2024-02-01,BR10,IT & Technology,Outsourcing,4160,4040,-120
2024-02-01,BR10,IT & Technology,Training,1190,1130,-60
2024-02-01,BR10,IT & Technology,Other,1780,1830,50
2024-02-01,BR10,Compliance,Staff,16340,15820,-520
2024-02-01,BR10,Compliance,Technology & Systems,4460,4420,-40
2024-02-01,BR10,Compliance,Screening & Data Vendors,1780,1690,-90
2024-02-01,BR10,Compliance,Premises,3560,3490,-70
2024-02-01,BR10,Compliance,Outsourcing,2080,2240,160
2024-02-01,BR10,Compliance,Training,590,580,-10
2024-02-01,BR10,Compliance,Other,890,820,-70
2024-03-01,BR10,Retail Banking Ops,Staff,54450,58220,3770
2024-03-01,BR10,Retail Banking Ops,Technology & Systems,14850,15670,820
2024-03-01,BR10,Retail Banking Ops,Screening & Data Vendors,5940,6280,340
2024-03-01,BR10,Retail Banking Ops,Premises,11880,12380,500
2024-03-01,BR10,Retail Banking Ops,Outsourcing,6930,7300,370
2024-03-01,BR10,Retail Banking Ops,Training,1980,1880,-100
2024-03-01,BR10,Retail Banking Ops,Other,2970,2990,20
2024-03-01,BR10,KYC & Onboarding,Staff,24500,25350,850
2024-03-01,BR10,KYC & Onboarding,Technology & Systems,6680,7380,700
2024-03-01,BR10,KYC & Onboarding,Screening & Data Vendors,2670,2550,-120
2024-03-01,BR10,KYC & Onboarding,Premises,5350,5110,-240
2024-03-01,BR10,KYC & Onboarding,Outsourcing,3120,3250,130
2024-03-01,BR10,KYC & Onboarding,Training,890,920,30
2024-03-01,BR10,KYC & Onboarding,Other,1340,1460,120
2024-03-01,BR10,AML & Financial Crime,Staff,27230,27560,330
2024-03-01,BR10,AML & Financial Crime,Technology & Systems,7430,7350,-80
2024-03-01,BR10,AML & Financial Crime,Screening & Data Vendors,2970,3150,180
2024-03-01,BR10,AML & Financial Crime,Premises,5940,5950,10
2024-03-01,BR10,AML & Financial Crime,Outsourcing,3470,3450,-20
2024-03-01,BR10,AML & Financial Crime,Training,990,990,0
2024-03-01,BR10,AML & Financial Crime,Other,1490,1640,150
2024-03-01,BR10,Payments Ops,Staff,19060,19910,850
2024-03-01,BR10,Payments Ops,Technology & Systems,5200,5140,-60
2024-03-01,BR10,Payments Ops,Screening & Data Vendors,2080,2260,180
2024-03-01,BR10,Payments Ops,Premises,4160,4290,130
2024-03-01,BR10,Payments Ops,Outsourcing,2430,2370,-60
2024-03-01,BR10,Payments Ops,Training,690,710,20
2024-03-01,BR10,Payments Ops,Other,1040,1100,60
2024-03-01,BR10,IT & Technology,Staff,32670,31560,-1110
2024-03-01,BR10,IT & Technology,Technology & Systems,8910,9130,220
2024-03-01,BR10,IT & Technology,Screening & Data Vendors,3560,3380,-180
2024-03-01,BR10,IT & Technology,Premises,7130,7700,570
2024-03-01,BR10,IT & Technology,Outsourcing,4160,4100,-60
